,土地區段位置/建物區段門牌
29219,臺北市信義區信義路四段391~420號
29222,臺北市中山區雙城街13巷1~30號
29228,臺北市內湖區南京東路六段241~270號
29232,臺北市大同區歸綏街151~180號
29233,臺北市萬華區寶興街61~90號
29234,臺北市大同區重慶北路二段61~90號
29235,臺北市萬華區大理街1~30號
29244,臺北市萬華區中華路二段416巷1~30號
29246,臺北市大同區民權西路144巷10弄1~30號
29247,臺北市中山區雙城街1~30號
29248,臺北市中山區林森北路107巷1~30號
29249,臺北市中山區林森北路361~390號
29250,臺北市內湖區成功路二段317巷1~30號
29251,臺北市中山區德惠街1~30號
29253,臺北市中山區德惠街31~60號
29255,臺北市信義區松仁路281巷1~30號
29256,臺北市松山區南京東路四段75巷1~30號
29263,臺北市士林區德行東路109巷61~90號
29269,臺北市松山區南京東路五段31~60號
29270,臺北市士林區社中街156巷31~60號
29271,臺北市大安區樂業街94巷1~30號
29277,臺北市大安區光復南路601~630號
29278,臺北市文山區興隆路二段153巷2弄1~30號
29279,臺北市文山區興隆路二段61~90號
29280,臺北市文山區政大二街91~120號
29283,臺北市萬華區環河南路一段61~90號
29285,臺北市信義區和平東路三段151~180號
29290,臺北市士林區中山北路六段419巷31~60號
29297,臺北市松山區光復南路31~60號
29301,臺北市中山區敬業三路162巷181~210號
29309,臺北市大安區延吉街70巷6弄1~30號
29314,臺北市北投區泉源路31~60號
29316,臺北市南港區中坡北路40巷1~30號
29328,臺北市信義區福德街268巷1~30號
29330,臺北市信義區永吉路225巷3弄1~30號
29333,臺北市內湖區內湖路三段343巷4弄1~30號
29335,臺北市中山區雙城街19巷1~30號
29336,臺北市中山區南京東路三段48巷31~60號
29337,臺北市中山區新生北路二段62巷31~60號
29338,臺北市中山區長安東路一段43巷1~30號
29346,臺北市內湖區安泰街61~90號
29348,臺北市萬華區中華路二段416巷1~30號
29351,臺北市萬華區環河南路一段91~120號
29360,臺北市文山區樟新街31~60號
29363,臺北市文山區木新路三段271~300號
29367,臺北市文山區興德路62巷1~30號
29370,臺北市文山區景興路202巷1~30號
29373,臺北市文山區三福街61~90號
29375,臺北市文山區興隆路二段153巷3弄1~30號
29376,臺北市中正區南昌路一段54巷1~30號
29378,臺北市中正區師大路186巷1~30號
29385,臺北市萬華區桂林路121~150號
29386,臺北市萬華區桂林路121~150號
29387,臺北市萬華區桂林路121~150號
29389,臺北市萬華區西寧南路271~300號
29399,臺北市中山區松江路226巷1~30號
29401,臺北市內湖區東湖路43巷1~30號
29402,臺北市內湖區文德路22巷44弄1~30號
29407,臺北市內湖區康寧路三段189巷93弄1~30號
29422,臺北市南港區重陽路125巷36弄1~30號
29428,臺北市內湖區民權東路六段451~480號
29436,臺北市士林區延平北路五段83巷1~30號
29437,臺北市士林區承德路四段1巷1~30號
29439,臺北市北投區中和街31~60號
29442,臺北市松山區南京東路五段31~60號
29446,臺北市士林區中山北路六段290巷1~30號
29449,臺北市北投區富貴一路1~30號
29451,臺北市大安區敦化南路二段151~180號
29458,臺北市中山區松江路330巷31~60號
29463,臺北市內湖區港墘路1~30號
29467,臺北市萬華區國興路1巷1~30號
29468,臺北市信義區光復南路419巷31~60號
29469,臺北市松山區延吉街48巷1~30號
29477,臺北市大安區青田街8巷1~30號
29478,臺北市北投區西安街二段275巷1~30號
29479,臺北市北投區行義路170巷27弄1~30號
29482,臺北市信義區松山路393巷1~30號
29484,臺北市內湖區安泰街114巷1~30號
29496,臺北市北投區新民路62巷15弄1~30號
29497,臺北市北投區新民路62巷15弄1~30號
29498,臺北市北投區新民路62巷15弄1~30號
29502,臺北市士林區延平北路五段136巷8弄31~60號
29506,臺北市北投區行義路154巷1~30號
29507,臺北市北投區溫泉路37巷1~30號
29514,臺北市北投區明德路271~300號
29515,臺北市中山區敬業三路161巷1~30號
29516,臺北市內湖區南京東路六段241~270號
29518,臺北市松山區光復北路85巷1~30號
29520,臺北市信義區永吉路211~240號
29525,臺北市中山區朱崙街31~60號
29526,臺北市內湖區成功路二段250巷1~30號
29528,臺北市中山區松江路391~420號
29536,臺北市中山區林森北路557巷1~30號
29537,臺北市中山區林森北路121~150號
29539,臺北市內湖區民權東路六段180巷121~150號
29541,臺北市中山區建國北路三段61~90號
29550,臺北市大同區保安街1~30號
29551,臺北市大同區寧夏路1~30號
29561,臺北市文山區試院路154巷1弄1~30號
29563,臺北市文山區興隆路三段181~210號
29569,臺北市大同區民生西路271~300號
29572,臺北市內湖區文德路66巷34弄1~30號
29574,臺北市中山區明水路397巷19弄1~30號
29575,臺北市內湖區民權東路六段280巷91~120號
29577,臺北市中山區松江路1~30號
29580,臺北市中山區樂群二路271~300號
29581,臺北市中山區林森北路391~420號
29582,臺北市中山區民生東路一段1~30號
29584,臺北市中山區松江路330巷31~60號
29587,臺北市中山區民權東路一段1~30號
29589,臺北市中山區新生北路二段72巷1~30號
29590,臺北市信義區虎林街46巷1~30號
29595,臺北市信義區信義路五段14巷1弄1~30號
29601,臺北市士林區承德路四段1巷1~30號
29602,臺北市士林區承德路四段1巷1~30號
29604,臺北市士林區天母東路61~90號
29609,臺北市南港區園區街31~60號
29612,臺北市松山區延壽街331~360號
29616,臺北市北投區光明路151巷1~30號
29623,臺北市大安區通化街39巷1~30號
29624,臺北市內湖區大湖山莊街176巷1~30號
29625,臺北市中正區重慶南路一段121~150號
29626,臺北市信義區松高路61~90號
29632,臺北市北投區西安街二段361~390號
29639,臺北市大安區辛亥路三段1~30號
29640,臺北市大安區八德路二段1~30號
29643,臺北市士林區華齡街185巷1~30號
29644,臺北市北投區尊賢街271~300號
29645,臺北市北投區崇仁路一段155巷1~30號
29647,臺北市北投區石牌路一段39巷80弄1~30號
29648,臺北市內湖區康寧路三段75巷121~150號
29652,臺北市中正區懷寧街1~30號
29657,臺北市內湖區民權東路六段47巷1~30號
29658,臺北市內湖區金湖路401巷31~60號
29660,臺北市文山區辛亥路四段77巷92弄1~30號
29665,臺北市大安區信義路四段31~60號
29669,臺北市士林區雨聲街83巷1~30號
29670,臺北市士林區至誠路一段1~30號
29671,臺北市士林區天玉街61~90號
29672,臺北市松山區南京東路五段211~240號
29675,臺北市松山區民生東路五段151~180號
29676,臺北市松山區富錦街541~570號
29679,臺北市信義區松信路50巷1~30號
29680,臺北市松山區光復北路60巷1~30號
29688,臺北市內湖區內湖路二段241~270號
29689,臺北市松山區延壽街391~420號
29690,臺北市松山區民生東路五段151~180號
29691,臺北市信義區松德路25巷31~60號
29693,臺北市南港區東新街1~30號
29694,臺北市松山區民生東路五段151~180號
29697,臺北市中山區民生西路1~30號
29699,臺北市中山區林森北路91~120號
29701,臺北市中山區建國北路二段151巷1~30號
29702,臺北市內湖區新富街151~180號
29705,臺北市中山區合江街116巷1~30號
29706,臺北市內湖區江南街71巷65弄1~30號
29707,臺北市內湖區成功路五段450巷23弄1~30號
29711,臺北市中山區新生北路二段61~90號
29714,臺北市大同區寧夏路1~30號
29721,臺北市文山區木柵路一段31~60號
29723,臺北市文山區興隆路三段207巷14弄1~30號
29724,臺北市文山區興德路20巷1~30號
29730,臺北市萬華區和平西路三段382巷12弄1~30號
29731,臺北市萬華區武成街76巷1~30號
29740,臺北市中山區吉林路154巷1~30號
29741,臺北市內湖區金湖路65巷1~30號
29742,臺北市內湖區內湖路二段391~420號
29743,臺北市中山區中原街1~30號
29744,臺北市中山區民生東路一段1~30號
29746,臺北市中山區民生東路一段61~90號
29748,臺北市中山區農安街121~150號
29749,臺北市中山區民權東路二段1~30號
29750,臺北市內湖區文湖街21巷98弄1~30號
29751,臺北市中山區松江路1~30號
29754,臺北市中山區林森北路421~450號
29755,臺北市內湖區麗山街31~60號
29757,臺北市內湖區東湖路113巷95弄61~90號
29758,臺北市中山區林森北路481~510號
29759,臺北市中山區長春路61~90號
29760,臺北市中山區中山北路二段39巷1~30號
29761,臺北市內湖區康寧路三段189巷21弄1~30號
29762,臺北市中山區新生北路一段31~60號
29763,臺北市中山區長安東路二段91~120號
29764,臺北市中山區長春路91~120號
29769,臺北市信義區信義路六段12巷31~60號
29770,臺北市松山區光復北路1~30號
29771,臺北市信義區永吉路331~360號
29775,臺北市南港區研究院路二段61巷1~30號
29786,臺北市松山區撫遠街331~360號
29787,臺北市松山區八德路四段421~450號
29790,臺北市北投區自強街5巷31~60號
29791,臺北市北投區中山北路七段219巷3弄181~210號
29792,臺北市士林區大南路271~300號
29793,臺北市士林區至誠路二段1~30號
29809,臺北市大安區仁愛路四段391~420號
29815,臺北市中正區漢口街一段91~120號
29819,臺北市中山區南京東路三段89巷27弄1~30號
29820,臺北市士林區重慶北路四段211~240號
29824,臺北市北投區大度路三段270巷61~90號
29825,臺北市北投區尊賢街211~240號
29834,臺北市大安區安和路二段151~180號
29839,臺北市大安區忠孝東路四段77巷1~30號
29840,臺北市士林區基河路121~150號
29843,臺北市士林區中正路365巷1~30號
29844,臺北市士林區德行東路331巷50弄1~30號
29847,臺北市士林區通河街323巷1~30號
29849,臺北市北投區三合街一段36巷1~30號
29851,臺北市信義區光復南路451~480號
29853,臺北市信義區信義路五段150巷451~480號
29854,臺北市信義區信義路五段91~120號
29855,臺北市南港區東新街118巷61~90號
29857,臺北市內湖區內湖路三段329巷4弄1~30號
29858,臺北市中山區中山北路一段105巷1~30號
29859,臺北市中山區雙城街3巷1~30號
29860,臺北市中山區松江路431巷1~30號
29861,臺北市中山區林森北路511~540號
29865,臺北市中山區松江路391~420號
29869,臺北市中山區樂群二路31~60號
29870,臺北市中山區樂群二路31~60號
29871,臺北市中山區建國北路二段258巷1~30號
29872,臺北市大同區寧夏路121~150號
29878,臺北市萬華區東園街28巷31~60號
29879,臺北市萬華區萬大路423巷31~60號
29890,臺北市文山區辛亥路四段151~180號
29893,臺北市文山區車前路1~30號
29895,臺北市文山區興隆路三段304巷31~60號
29899,臺北市中正區南昌路一段31巷1~30號
29903,臺北市文山區木柵路一段59巷1~30號
29910,臺北市中山區林森北路310巷1~30號
29915,臺北市中山區建國南路一段1~30號
29918,臺北市內湖區成功路二段193巷1~30號
29924,臺北市松山區富錦街359巷2弄31~60號
29925,臺北市信義區松仁路228巷7弄1~30號
29927,臺北市南港區成福路181~210號
29928,臺北市信義區福德街181~210號
29934,臺北市大安區敦化南路二段31~60號
29938,臺北市文山區汀州路四段181~210號
29947,臺北市內湖區內湖路一段411巷90弄1~30號
29949,臺北市內湖區民權東路六段123巷34弄1~30號
29951,臺北市北投區三合街一段82巷91~120號
29952,臺北市北投區崇仁路一段155巷1~30號
29962,臺北市中山區新生北路二段72巷1~30號
29969,臺北市大安區羅斯福路二段101巷1~30號
29970,臺北市大安區瑞安街208巷11弄1~30號
29971,臺北市大安區仁愛路四段421~450號
29981,臺北市大安區羅斯福路三段283巷14弄1~30號
29985,臺北市北投區致遠一路一段61~90號
29987,臺北市北投區建民路125巷1~30號
29988,臺北市士林區德行東路46巷5弄1~30號
29990,臺北市士林區中正路212巷2弄1~30號
29996,臺北市信義區吳興街600巷76弄121~150號
29999,臺北市信義區永吉路278巷1~30號
30000,臺北市信義區永吉路1~30號
30002,臺北市信義區信義路六段33巷1~30號
30006,臺北市內湖區民權東路六段190巷31~60號
30008,臺北市內湖區民權東路六段180巷42弄1~30號
30009,臺北市中山區農安街1~30號
30014,臺北市中山區民權東路二段92巷1弄1~30號
30017,臺北市內湖區康樂街186巷31~60號
30026,臺北市中正區忠孝西路一段31~60號
30028,臺北市萬華區西園路二段96巷1~30號
30029,臺北市萬華區長沙街二段61~90號
30034,臺北市中正區牯嶺街151~180號
30035,臺北市中正區南昌路一段121~150號
30039,臺北市中正區羅斯福路二段8巷1~30號
30047,臺北市文山區興隆路四段105巷31~60號
30051,臺北市萬華區中華路二段416巷1~30號
30052,臺北市大同區延平北路二段247巷1~30號
30053,臺北市大同區延平北路一段61~90號
30054,臺北市萬華區萬大路237巷10弄31~60號
30055,臺北市大同區寧夏路1~30號
30059,臺北市萬華區環河南路一段91~120號
30060,臺北市中山區樂群二路151~180號
30066,臺北市內湖區康樂街131巷2弄31~60號
30067,臺北市中山區長春路91~120號
30069,臺北市中山區長安東路二段91~120號
30070,臺北市中山區中山北路二段93巷1~30號
30074,臺北市信義區虎林街132巷1~30號
30075,臺北市信義區富陽街21巷6弄1~30號
30084,臺北市信義區松山路119巷1弄1~30號
30085,臺北市南港區園區街31~60號
30089,臺北市松山區南京東路三段335巷1~30號
30093,臺北市士林區中山北路七段14巷59弄1~30號
30094,臺北市北投區天母西路117巷32弄1~30號
30111,臺北市北投區中央北路三段148巷2弄1~30號
30121,臺北市內湖區新明路321巷10弄1~30號
30127,臺北市大同區迪化街二段172巷1~30號
30136,臺北市北投區新民路62巷15弄1~30號
30137,臺北市北投區新民路62巷15弄1~30號
30138,臺北市北投區雙全街62巷1~30號
30139,臺北市士林區中山北路六段405巷61~90號
30141,臺北市北投區明德路271~300號
30148,臺北市南港區經貿二路157巷36弄91~120號
30149,臺北市信義區松德路151~180號
30151,臺北市信義區吳興街284巷59弄1~30號
30153,臺北市南港區忠孝東路七段571~600號
30161,臺北市中山區中山北路二段96巷31~60號
30162,臺北市中山區新生北路三段1~30號
30168,臺北市內湖區康寧路一段195巷2弄1~30號
30171,臺北市中山區農安街31~60號
30172,臺北市內湖區康樂街136巷18弄1~30號
30174,臺北市內湖區潭美街61~90號
30177,臺北市萬華區梧州街1~30號
30178,臺北市萬華區中華路二段416巷1~30號
30189,臺北市文山區指南路一段31~60號
30195,臺北市文山區辛亥路七段84巷1~30號
30197,臺北市文山區景興路153巷1~30號
30202,臺北市大同區重慶北路三段236巷5弄1~30號
30203,臺北市中正區忠孝東路一段61~90號
30216,臺北市中山區農安街77巷9弄31~60號
30218,臺北市中山區新生北路二段61~90號
30223,臺北市中山區新生北路二段62巷1~30號
30224,臺北市中山區南京東路一段132巷1~30號
30228,臺北市南港區研究院路二段12巷57弄1~30號
30231,臺北市南港區重陽路125巷36弄1~30號
30233,臺北市北投區公館路423巷1~30號
30237,臺北市北投區致遠一路二段91~120號
30238,臺北市北投區溫泉路37巷1~30號
30240,臺北市北投區中和街525巷1~30號
30245,臺北市大安區忠孝東路四段77巷1~30號
30247,臺北市大同區寧夏路31~60號
30248,臺北市大同區大龍街89巷1~30號
30251,臺北市內湖區環山路一段136巷31~60號
30255,臺北市士林區明溪街31~60號
30260,臺北市大安區羅斯福路三段31~60號
30263,臺北市士林區中正路365巷1~30號
30267,臺北市內湖區潭美街61~90號
30271,臺北市內湖區康樂街72巷17弄31~60號
30272,臺北市南港區南深路31~60號
30273,臺北市信義區吳興街284巷24弄61~90號
30274,臺北市信義區信義路五段150巷418弄1~30號
30276,臺北市大安區大安路一段169巷1~30號
30278,臺北市大安區和平東路一段151~180號
30279,臺北市文山區忠順街一段31~60號
30291,臺北市士林區天玉街27巷1~30號
30293,臺北市北投區光明路151~180號
30294,臺北市北投區石牌路二段315巷34弄1~30號
30303,臺北市信義區吳興街432巷121~150號
30305,臺北市信義區和平東路三段151~180號
30306,臺北市松山區南京東路五段291巷44弄1~30號
30313,臺北市內湖區文德路61~90號
30319,臺北市內湖區民權東路六段121~150號
30324,臺北市萬華區昆明街181~210號
30328,臺北市萬華區康定路151~180號
30330,臺北市大同區涼州街31~60號
30348,臺北市文山區辛亥路四段252巷1~30號
30354,臺北市中正區忠孝東路二段1~30號
30355,臺北市中正區博愛路61~90號
30357,臺北市萬華區大理街1~30號
30362,臺北市萬華區西寧南路271~300號
30366,臺北市大同區民生西路301~330號
30369,臺北市萬華區成都路91~120號
30370,臺北市中山區松江路421~450號
30374,臺北市中山區復興南路一段31~60號
30375,臺北市內湖區民權東路六段123巷34弄1~30號
30376,臺北市內湖區新富街61~90號
30381,臺北市中山區民權東路二段121~150號
30386,臺北市內湖區金龍路181~210號
30391,臺北市內湖區文德路1~30號
30392,臺北市內湖區內湖路一段285巷69弄61~90號
30395,臺北市松山區民生東路四段97巷6弄1~30號
30399,臺北市松山區延吉街30巷1~30號
30402,臺北市松山區八德路三段199巷1~30號
30403,臺北市北投區文化三路31~60號
30404,臺北市北投區行義路186巷31~60號
30405,臺北市士林區社正路31~60號
30406,臺北市北投區新民路62巷15弄1~30號
30411,臺北市士林區福港街210巷7弄1~30號
30414,臺北市士林區中山北路七段114巷61~90號
30416,臺北市北投區公館路211~240號
30419,臺北市北投區幽雅路1~30號
30421,臺北市大安區建國南路一段270巷31~60號
30422,臺北市大安區敦化南路一段181~210號
30430,臺北市松山區光復南路57巷1~30號
30433,臺北市內湖區民權東路六段296巷31~60號
30438,臺北市大安區復興南路一段301~330號
30440,臺北市大安區通化街39巷49弄1~30號
30446,臺北市北投區致遠一路二段35巷18弄1~30號
30448,臺北市士林區承德路四段195巷1~30號
30451,臺北市內湖區成功路五段451~480號
30453,臺北市內湖區行善路25巷1~30號
30455,臺北市中山區林森北路416巷1~30號
30462,臺北市大安區信義路四段31~60號
30464,臺北市大安區樂業街159巷1~30號
30465,臺北市大安區敦化南路一段233巷31~60號
30467,臺北市文山區辛亥路四段77巷92弄1~30號
30475,臺北市北投區承德路七段342巷1~30號
30476,臺北市北投區溫泉路68巷6弄1~30號
30479,臺北市北投區承德路七段31~60號
30484,臺北市松山區富錦街481~510號
30487,臺北市松山區新東街16巷1~30號
30492,臺北市中山區林森北路416巷1~30號
30496,臺北市中山區五常街31~60號
30498,臺北市內湖區金龍路47巷13弄1~30號
30503,臺北市中山區通北街61~90號
30505,臺北市內湖區民權東路六段90巷1~30號
30506,臺北市萬華區寶興街61~90號
30511,臺北市文山區福興路106巷31~60號
30512,臺北市文山區秀明路二段1~30號
30515,臺北市文山區木柵路四段121~150號
30516,臺北市文山區指南路二段45巷14弄1~30號
30517,臺北市文山區興隆路三段112巷2弄31~60號
30518,臺北市中正區羅斯福路二段8巷1~30號
30519,臺北市中正區羅斯福路二段8巷1~30號
30520,臺北市文山區忠順街二段85巷1~30號
30525,臺北市文山區羅斯福路六段469巷1~30號
30526,臺北市中正區中華路二段467巷1~30號
30535,臺北市萬華區永福街51巷4弄1~30號
30538,臺北市大同區長安西路181~210號
30541,臺北市大同區民生西路301~330號
30543,臺北市內湖區內湖路二段103巷31~60號
30547,臺北市內湖區新富街61~90號
30552,臺北市中山區雙城街25巷1~30號
30560,臺北市中山區樂群二路31~60號
30564,臺北市南港區經園街61~90號
30570,臺北市南港區重陽路125巷36弄1~30號
30572,臺北市南港區園區街1~30號
30574,臺北市北投區三合街一段79巷1~30號
30575,臺北市北投區稻香路150巷1~30號
30576,臺北市士林區前港街110巷1~30號
30578,臺北市北投區崇仁路一段131巷1~30號
30582,臺北市士林區中正路365巷1~30號
30583,臺北市士林區葫蘆街30巷41弄1~30號
30586,臺北市文山區興隆路二段203巷31~60號
30590,臺北市大安區四維路44巷1~30號
30591,臺北市大安區光復南路691~720號
30596,臺北市大安區金山南路二段132巷1~30號
30604,臺北市士林區重慶北路四段151~180號
30613,臺北市萬華區德昌街121~150號
30614,臺北市大同區重慶北路二段114巷1~30號
30616,臺北市萬華區西園路二段301~330號
30617,臺北市萬華區西藏路125巷1~30號
30618,臺北市萬華區青年路152巷1~30號
30625,臺北市中山區中山北路二段93巷1~30號
30628,臺北市中山區樂群二路121~150號
30634,臺北市中山區民生東路一段27巷1~30號
30635,臺北市內湖區康寧路一段195巷3弄1~30號
30637,臺北市內湖區民權東路六段280巷155弄1~30號
30638,臺北市內湖區內湖路二段179巷1~30號
30639,臺北市內湖區金湖路326巷61~90號
30640,臺北市內湖區文德路22巷29弄1~30號
30650,臺北市松山區健康路391~420號
30654,臺北市松山區八德路四段421~450號
30655,臺北市松山區民生東路五段151~180號
30658,臺北市士林區承德路四段91~120號
30660,臺北市北投區大度路三段301巷31~60號
30673,臺北市大安區忠孝東路四段77巷1~30號
30674,臺北市大安區敦化南路二段91~120號
30675,臺北市大安區通化街140巷1~30號
30676,臺北市大安區敦化南路二段151~180號
30680,臺北市萬華區桂林路1~30號
30690,臺北市北投區裕民六路121~150號
30698,臺北市萬華區成都路121~150號
30705,臺北市大安區信義路三段134巷61~90號
30706,臺北市中正區廈門街113巷1~30號
30710,臺北市士林區承德路四段1巷1~30號
30714,臺北市北投區文化三路31~60號
30717,臺北市士林區士東路286巷1~30號
30718,臺北市北投區中央北路三段40巷34弄1~30號
30723,臺北市松山區健康路325巷19弄1~30號
30730,臺北市南港區向陽路196巷1~30號
30731,臺北市松山區八德路四段631~660號
30732,臺北市中山區民權東路三段61~90號
30734,臺北市中山區林森北路571~600號
30735,臺北市內湖區民權東路六段61~90號
30737,臺北市內湖區康寧路三段189巷46弄1~30號
30742,臺北市中山區新生北路三段31~60號
30743,臺北市內湖區內湖路一段285巷69弄31~60號
30750,臺北市中正區漢口街一段91~120號
30752,臺北市萬華區中華路二段364巷17弄1~30號
30754,臺北市中正區忠孝西路一段31~60號
30759,臺北市文山區福興路82巷6弄1~30號
30760,臺北市文山區辛亥路四段77巷92弄1~30號
30761,臺北市文山區羅斯福路六段61~90號
30762,臺北市文山區車前路1~30號
30768,臺北市文山區興隆路三段121~150號
30772,臺北市萬華區康定路151~180號
30774,臺北市中山區農安街1~30號
30776,臺北市中山區松江路64巷1~30號
30782,臺北市中山區新生北路二段62巷1~30號
30783,臺北市中山區新生北路二段62巷1~30號
30784,臺北市中山區新生北路二段62巷1~30號
30785,臺北市中山區新生北路二段62巷1~30號
30787,臺北市中山區長春路1~30號
30788,臺北市中山區新生北路二段62巷1~30號
30789,臺北市中山區中山北路一段140巷1~30號
30807,臺北市大安區和平東路三段308巷15弄31~60號
30809,臺北市大安區復興南路二段181~210號
30811,臺北市大安區信義路二段61~90號
30812,臺北市大安區瑞安街208巷47弄1~30號
30813,臺北市中正區和平西路一段91~120號
30832,臺北市大安區復興南路二段271~300號
30839,臺北市北投區崗山路11巷1~30號
30849,臺北市北投區公?路211~240號
30852,臺北市松山區民生東路五段151~180號
30853,臺北市南港區忠孝東路七段527巷1弄1~30號
30854,臺北市信義區信義路五段150巷451~480號
30855,臺北市南港區東新街13巷1~30號
30857,臺北市信義區中坡南路22巷1~30號
30859,臺北市南港區忠孝東路六段121~150號
30872,臺北市內湖區內湖路二段391~420號
30873,臺北市內湖區金湖路65巷1~30號
30876,臺北市內湖區行善路31~60號
30882,臺北市大同區南京西路301~330號
30885,臺北市中正區愛國西路1~30號
30904,臺北市大同區哈密街151~180號
30905,臺北市萬華區環河南路二段121~150號
30909,臺北市萬華區桂林路121~150號
30912,臺北市萬華區青年路106巷30弄1~30號
30931,臺北市中山區中山北路一段83巷1~30號
30933,臺北市中山區中山北路二段77巷31~60號
30934,臺北市內湖區成功路二段312巷31~60號
30935,臺北市中山區林森北路485巷22弄1~30號
30945,臺北市士林區承德路四段91~120號
30947,臺北市士林區文林路541~570號
30953,臺北市大安區基隆路二段182巷1~30號
30972,臺北市北投區石牌路二段315巷34弄1~30號
30973,臺北市士林區芝玉路一段197巷1~30號
30974,臺北市北投區中和街493巷5弄1~30號
30978,臺北市士林區大北路61~90號
30987,臺北市大同區天水路31~60號
30991,臺北市中山區四平街1~30號
30999,臺北市士林區中山北路七段232巷1~30號
31002,臺北市北投區西安街二段275巷1~30號
31004,臺北市南港區研究院路二段35巷29弄1~30號
31005,臺北市南港區松河街661~690號
31006,臺北市南港區研究院路二段61~90號
31007,臺北市松山區敦化北路199巷16弄1~30號
31010,臺北市中山區松江路481~510號
31013,臺北市內湖區成功路二段317巷1~30號
31015,臺北市中山區民權東路六段121~150號
31017,臺北市內湖區民權東路六段180巷151~180號
31022,臺北市內湖區瑞光路112巷56弄31~60號
31023,臺北市內湖區康樂街20巷6弄1~30號
31025,臺北市中山區中山北路二段115巷1~30號
31026,臺北市內湖區內湖路一段411巷62弄1~30號
31027,臺北市中山區林森北路391~420號
31028,臺北市中山區長春路1~30號
31029,臺北市中山區錦州街31~60號
31030,臺北市中山區樂群二路181~210號
31033,臺北市大同區民生西路301~330號
31034,臺北市大同區民生西路301~330號
31035,臺北市大同區天水路1~30號
31036,臺北市中正區金山南路一段110巷1~30號
31038,臺北市大同區歸綏街181~210號
31040,臺北市中正區銅山街3巷1~30號
31041,臺北市萬華區中華路二段416巷61~90號
31043,臺北市文山區樟新街1~30號
31059,臺北市萬華區西寧南路271~300號
31061,臺北市萬華區國興路1巷1~30號
31065,臺北市大同區承德路三段208巷1~30號
31066,臺北市萬華區環河南路二段149巷1~30號
31068,臺北市大同區寧夏路121~150號
31070,臺北市中山區長安東路二段151~180號
31072,臺北市中山區遼寧街101巷2弄1~30號
31077,臺北市中山區新生北路三段1~30號
31078,臺北市中山區民生東路一段61~90號
31080,臺北市內湖區康寧路三段189巷21弄1~30號
31082,臺北市信義區忠孝東路四段553巷1~30號
31085,臺北市松山區民生東路五段181~210號
31087,臺北市松山區延吉街46巷1~30號
31089,臺北市士林區延平北路五段271~300號
31092,臺北市北投區中央北路一段91~120號
31096,臺北市大安區和平東路三段1巷31~60號
31098,臺北市大安區和平東路一段271~300號
31108,臺北市內湖區內湖路二段181~210號
31109,臺北市萬華區和平西路三段361~390號
31115,臺北市中正區莒光路31~60號
31122,臺北市松山區三民路29巷1~30號
31126,臺北市士林區社中街458巷31~60號
31137,臺北市中正區廈門街99巷1~30號
31139,臺北市大安區羅斯福路二段77巷1~30號
31142,臺北市大安區通化街39巷1~30號
31144,臺北市大安區潮州街60巷1~30號
31145,臺北市大安區信義路四段265巷21弄1~30號
31148,臺北市北投區光明路241~270號
31150,臺北市北投區致遠一路二段70巷1弄1~30號
31154,臺北市北投區三合街一段36巷1~30號
31155,臺北市北投區公?路331~360號
31156,臺北市士林區社正路17巷1~30號
31157,臺北市信義區吳興街320巷61~90號
31159,臺北市松山區三民路43巷1~30號
31161,臺北市松山區光復北路60巷1~30號
31164,臺北市信義區吳興街500巷1~30號
31168,臺北市南港區重陽路39巷91~120號
31173,臺北市中山區新生北路二段62巷1~30號
31184,臺北市萬華區開封街二段61~90號
31185,臺北市萬華區武昌街二段121~150號
31188,臺北市文山區福興路91~120號
31198,臺北市文山區興隆路四段105巷1~30號
31200,臺北市文山區萬盛街121~150號
31203,臺北市大同區民權西路121~150號
31204,臺北市萬華區萬大路423巷31~60號
31211,臺北市萬華區桂林路121~150號
31212,臺北市萬華區桂林路121~150號
31213,臺北市萬華區桂林路121~150號
31214,臺北市萬華區桂林路121~150號
31215,臺北市萬華區桂林路121~150號
31217,臺北市內湖區環山路一段1~30號
31218,臺北市中山區基湖路112巷31~60號
31221,臺北市中山區雙城街19巷1~30號
31224,臺北市內湖區內湖路一段211~240號
31225,臺北市中山區新生北路一段91~120號
31227,臺北市中山區北安路781~810號
31229,臺北市內湖區成功路四段61~90號
31231,臺北市內湖區文德路210巷30弄1~30號
31232,臺北市中山區北安路621巷31~60號
31234,臺北市內湖區文德路210巷30弄1~30號
31240,臺北市南港區經貿二路235巷31~60號
31243,臺北市松山區民生東路五段36巷4弄31~60號
31245,臺北市北投區新民路61~90號
31246,臺北市北投區新民路61~90號
31248,臺北市北投區三合街二段481~510號
31249,臺北市北投區光明路211~240號
31252,臺北市北投區承德路七段31~60號
31253,臺北市北投區三合街一段82巷91~120號
31256,臺北市士林區克強路15巷1~30號
31257,臺北市大安區安東街31~60號
31258,臺北市大安區四維路52巷1~30號
31269,臺北市內湖區康寧路三段75巷91~120號
31271,臺北市萬華區民和街91~120號
31280,臺北市士林區社子街25巷1弄1~30號
31281,臺北市北投區新民路1巷1~30號
31283,臺北市士林區重慶北路四段190巷5弄1~30號
31292,臺北市文山區光輝路78巷1~30號
31299,臺北市松山區三民路180巷1~30號
31300,臺北市大安區金山南路二段1~30號
31301,臺北市大安區臥龍街271~300號
31303,臺北市大安區建國南路一段175巷1~30號
31305,臺北市士林區德行東路91~120號
31309,臺北市北投區石仙路3巷1~30號
